userName,score,at,content
Kemas Rachjuanda,1,2022-11-11 16:08:11,G jelas cok
rahmat supyan,1,2022-11-11 14:10:42,Pas daftar email tidak valid terus aneh buat aplikasi pake uang rakyat yg bi gadang gadang memudahkan eh malah menyulitkan 🤦🤦🤦
Mira Hanifah,5,2022-11-11 11:51:50,Oke
Alman Mahardika,1,2022-11-11 11:12:58,Apk gak jelas banget.....buang buang kuota saja
karya pak_hasran,1,2022-11-11 10:49:00,Mending di hapus tidak berguna
Muhammad Zihad,5,2022-11-11 08:20:26,Saya pemakai baru tapi sudah memberikan 5 bintang muda mudahan bisa bermanfaat
Sarumpun Media,1,2022-11-11 07:42:58,Aplikasi sering keluar sendiri.. fitur lama ilang.. tidak ada perkembangan
Muhammad Hoeru An,1,2022-11-11 07:04:25,bagaimana cara cetak kk online ??
Aby Yosef,1,2022-11-11 04:14:06,"Aplikasinya malah bikin susah verifikasi pake scan QR segala apa yg mau di scan ?? Wong ga punya barcode,.. uninstall lagi deh"
Blessing_- Chanel,1,2022-11-11 04:08:40,"Bapak/ibu terhormat , apakah kalian tidak melihat yang di bawah ekonomi nya / yang ga punya handphone sama sekali apalagi lansia yang ga paham , kenapa membuat KTP digital , apakah bisa menjamin apakah aman data diri kita ,buat kita semua , terus bagaimana kalo persyaratan buat ngelamar pekerjaan sedangkan KTP nya aja kaya gini , kalo memang ga bisa membeli blanko KTP mangkan nya jangan pada korupsi , uang rakyat masih di Embat aja , KELUH KESAH RAKYAT MOHON DENGERIN PAK/BU , PAHAM SAMPAI SINI !"
Azka Arka Real,1,2022-11-11 02:23:38,Masih harua scan barcode ...😔😔😔
Ucok Beibb,1,2022-11-11 01:40:13,"Ribet, ribet dan ribet . . ."
Sigit Arie,1,2022-11-11 01:20:22,"Online tapi harus datang ke kantor juga.. ""Ribet"""
Suci Septiani,1,2022-11-11 00:48:27,"Apa sih kamera error terus,"
Angelina Jolie,1,2022-11-10 19:52:51,Code QR yg dimaksud apa?
John Koes,5,2022-11-10 15:04:00,Keren sangat membantu
sugianto sahrir,1,2022-11-10 12:55:04,"Scan barcode nya kenapa harus ke dukcapil,, jadi ribet, seharusnya cukup memasukkan NIK, NOMER KK, VERIFIKASI WAJAH kan sudah cukup"
IP Handi C,1,2022-11-10 11:01:44,"Kalau online ya barangkali sepenuh nya, tidak setengah hati ... Bar code dimana kah"
hadi e,1,2022-11-10 09:04:17,ribet
Abdul Haris,1,2022-11-10 05:57:58,apikasi koplak gk niat
Ghufroni Anjar Susanti,1,2022-11-10 05:46:05,Aplikasi ngga berguna. Scan barcode ngga ada instruksi barcode apa yg discan
Sofyan Hadi,3,2022-11-10 04:35:08,"Lumayan bagus, tp masih suka tiba2 crash..tolong update aplikasi dan servernya"
Telo Godok36,1,2022-11-10 04:11:26,"Proses lama, kirain tambah cepat ternyata lebih lama"
muhamad zaenal abidin,1,2022-11-10 03:34:44,"Aplikasi masih sering keluar sendiri, tolong aplikasinya diperbarui lagi"
Adhi Prathama Nugraha,1,2022-11-10 01:39:43,sangat tidak berguna buat apa e ktp link data kalo tetep harus ngisi data sendiri ujung2nya di hack data kesebar
S Yono,1,2022-11-09 22:32:24,"Sulit digunakan , kecewa"
Roh Roh,4,2022-11-09 21:04:55,Fuh
yuliani sri,1,2022-11-09 12:09:38,GAJELASSSSS APLIKASI PAYAH
Agung Darmadi Matondang,1,2022-11-09 08:13:24,Bukannya sistem yang mempermudah user tapi user yg mempermudah sistem.
Bongar Sihombing,1,2022-11-09 04:14:42,buruk
darwis 13,1,2022-11-09 04:01:38,Yakin nih gak bakal diretas hacker 😏
Zakky Ahmad_11,1,2022-11-08 22:54:46,APLIKASI GAK BERGUNA.
Rahman Hidayat,1,2022-11-08 21:48:36,Padahal butuh KTP fisik karna Bank dan semua udah mulai maju dengan pengajuan online ini malah disuruh pengajuan offline karna gapunya KTP fisik malah lebih nyusahin rakyat sih
ridwan hidayat,5,2022-11-08 13:56:14,sungguh luarbiasa aplikasi ini sangat membantu
DANG HERI DANG HERI,5,2022-11-08 09:45:09,Terimakasih atas informasinya sangat membantu
Agah Negara,2,2022-11-08 09:40:18,Kalo sudah ambil gambar terus gmn admin?
Michael Simanjorang,1,2022-11-08 07:12:17,Sangat mengecewakan
Muhammad Amwalluddin,1,2022-11-08 04:02:01,"Bukannya memudahkan tetapi malah jdi ribet klo harus datang ke dukcapil, banyak juga yang belum punya E-KTP malah buat kyk gini lagi. Gk habis thinking"
Bagus Laksono,1,2022-11-08 03:40:07,Aplikasi tidak bisa di install padahal device kompatibel. Bintang 1!!
Dody Kurniawan official,1,2022-11-08 02:38:07,Kok scan barcode
Prince Yadhi Purnama Management,3,2022-11-08 01:46:31,"Saya harap Aplikasinya segera di Update atau diperbaharui kembali, Lalu kualitas Gambar KTP dengan KK atau Dokumen lain Resolusinya di perbagus kualitas Jernih HD, soalnya bentuk Tanda Tangan nya jadi ngeblur Hitam Putih, kualitasnya jelek gambarnya nah. Terus halaman bentuk aplikasi & Logo dipercantik lagi, dari segi manfaat tolong ditambah karena belum bisa pakai KTP Digital untuk Verifikasi Data Pribadi atau pengurusan Layanan Online maupun Offline... walaupun Uji Coba tapi tetap wajib baik."
Siti Luthfiyah S.,1,2022-11-08 01:41:27,Gbs masuk
Dedy Christiawan,1,2022-11-08 01:37:23,"Saya pakai hp samsung note 5 gak bisa, haruskah ganti hp untuk mengakses aplikasi ini"
Johnny Kun,1,2022-11-07 23:39:53,Ribettttt meski ke dukcapil ..udah jauhhh antri pulaaaa
gita pita,2,2022-11-07 21:51:59,"Saya sudah daftar dan scan barcode di kecamatan, sudah 2 hari tidak dapat email untuk verifikasi password dan lainnya. itu kenapa? apakah masih harus menunggu email tersebut?"
Dr. Harsono Njoto,5,2022-11-07 20:36:20,Nice
RADEN YISMAYA,1,2022-11-07 14:08:29,"Apaan error mulu ga jelas, udah sulit mskin di persulit"
suci ariska,1,2022-11-07 12:56:39,Apa kek gini
eby ali fikri,1,2022-11-07 12:36:00,Barcode apa yg harus d scan
Okta galen syila,1,2022-11-07 12:01:01,masih Nyoba ya.. Baru Buka Udh ga bisa sinyal nya.. bagaimana Nanti di Coba Lagii..
Febryan Nur,1,2022-11-07 11:18:26,"Apknya ga jelas woy adehh,, susahnya jadi warga negara indonesia"
Roy Cimoy,1,2022-11-07 10:47:51,Hampir 99% aplikasi buatan pemerintah itu ga ada yg berguna . Buat apa pake barcode lg kalo lu buat aplikasi ini dasar yg buat aplikasinya aja buzzer PDI P
Muhammad Fadly,1,2022-11-07 06:28:49,Semua tahap sudah di lakukan. Tapi email aktivasi tak kunjung masuk. Di tambah lagi katanya gak bisa cetak dokumen. Lalu apa gunanya aplikasi ini
Titis Priyandono,1,2022-11-07 05:47:08,Malah mempersulit.. Padahal hanya ingin cek data. Harus nya data sudah ada di database. Aneh aneh aneh wkwkwk
Fifin Ira Artati,5,2022-11-07 05:31:45,Maju terus Indonesia ku
Lingga Nurokhman,1,2022-11-07 05:11:02,"Aplikasi gk guna, aplikasi pemerintah model begini . Scan barcode mesti ke kantor dukcapil buat apa harus ada pembuatan online, semakin aneh aja ini pemerintahannya 🥱🤦‍♂️"
ardona tasya,1,2022-11-07 04:57:15,"Hadeeeeuuhhh....ribeeud beud dah ah.... ,Scan QR code ke Dispendukcapil segala, hrua antri dtg ksna dong.., emg dr NIK or no KK g bisa, atau foto KTP asli...malah bikin susah..ujung2nya ngurus apa2 tetep dimintain fotocopi KTP n KK...."
Azza Mira,1,2022-11-07 04:54:47,Bentar deh.. ini knp pake scand barcode??? Tujuan apk ini buat pengajuan cetak dokumen kan.. lah ini aja saya tdk ada barcode kk saya.. berarti ga bs pake donk.. aneh
Lalisa Manoban,1,2022-11-07 04:37:57,Kalo harus sc ke Dispenduk kan sama aja boong
Hijirah Kusraini,5,2022-11-07 04:18:25,Suka sekali
ZAMZAMI Abd,1,2022-11-07 03:14:49,Buat aplakasi bukan menudahkan.. malah menyusahkan
Jefri Naldi,1,2022-11-07 03:09:28,Lagi ngantri ngajuin KTP.. disuruh ke digital .. kasian yg gak punya hp android nya.. Pak Jokowi kalau mau di alih kan sistem digital.. bagi bagi hp dlu buat rakyat yg belum punya hp android...
nuzulul arifin,1,2022-11-07 01:25:53,Aplikasi apaan ini. Suruh scan yang gak jelas perkntahnya. Uninstall aplikasi sampah.
mochamad ruskandar,2,2022-11-07 00:05:15,Sio
Ahmad Mulyo Purnomo,1,2022-11-06 23:55:17,Masih amburadul. Ayo tingkatkan lagi.
Ais Junior,1,2022-11-06 17:09:33,harusnya kasih keterangan untuk scan barcode nya ke mana.
Okta Via,1,2022-11-06 13:38:41,"Ribet , kirain bs lgsung ga taunya isi data , foto Selfi dan masih scan barcode ke kantor 😓😓😓"
wahyu junito,1,2022-11-06 12:02:45,Buruk tidak praktis.
Akun Bersama,1,2022-11-06 11:48:52,Semoga lekas ada perbaikan dan kejelasan. Tujuannya tak lain untuk memudahkan urusan administrasi masyarakat. Itulah hakikat tugas pegawai negara.
Indra Kusuma,1,2022-11-06 11:34:23,Ngga berguna
Sunandar 1963,1,2022-11-06 09:02:23,"Android 5.0 tidak dpt mengakses aplikasi IKD, minimal android 8.0"
Sabiq TV,1,2022-11-06 07:52:47,Gk bisa konek Padahal jaringan lancar
heru beka,1,2022-11-06 06:37:38,Susah lemot banget masuknya
erma wati,2,2022-11-06 05:58:30,的， 。：cvp
Jambang panjaitan Peremosi tinggi,3,2022-11-05 22:44:06,3 bintang dulu kalau bagus 5 bintang juga boleh
Ian Satelite,1,2022-11-05 14:30:07,"Apaan bolak balik daftar gak login login,, ngabisin duit negara aja"
raka alfi,1,2022-11-05 14:19:35,"jika mengurus KTP digital harus ke disdukcapil, dipastikan program ini ketinggalan, pikirkan kembali, cara bikin KTP digital yg cukup di mana saja, di rumah saja, di HP masing-masing."
Zein Ernanda,1,2022-11-05 07:34:36,disuruh masukan kode QR apaan!
Sherlyana Rahman,1,2022-11-05 06:21:50,Aplikasi apaan sih ini ga jelas banget
Widhie Arfin,1,2022-11-05 05:34:15,Aplikasi Ini gimana cara pakainya
Amin,1,2022-11-05 03:03:53,"Aplnya Sudah Saya Instal. Tp pas mau ambil Fhotonya, tidak bisa masuk ke Verifikasi lanjutannya. Mohon Bikin Aplikasinya yg Mempermudah Pemaikainya untuk Login...!!!"
DMuhtar,1,2022-11-05 02:27:05,"Ribett , di poto selfi ktp di sangka scan , kembalikan ke fisik woi"
BAGUS PRASETIYO YUWONO,3,2022-11-05 01:56:26,Belum dapat email balasan
didik suryanto,1,2022-11-05 01:48:29,"Aplikasi yg tidak memberikan solusi, buat ap aplikasi online ttp ujung2nya harus datang ke kantor dupcapil. Aplikasi gak bermanfaat. Semoga lebih di tingkatkan fitur n akses dr aplikasi ini."
arie febrinarno,1,2022-11-05 00:40:00,Mengecewakan n ribet......bagaimana mendapatkan QR codenya... Tlg dibenahi....
Abi Otok,1,2022-11-04 15:35:42,"Stiap scan barcode sllu gagal,aplikasi jelek"
Fitri Nur Rilah,1,2022-11-04 14:18:52,"Aplikasi GAK JELAS, yang di scan itu barcode apa"
Dickypermana MGI,1,2022-11-04 11:07:21,Tokenpersetujuan invalid
Miftah Naim,1,2022-11-04 07:19:48,Aplikasi yang ruwet
RCIM,1,2022-11-04 05:56:54,Seperti biasanya aplikasi plat merah pasti sering error dan tidak maksimal hasil kerjanya
Ridick Puad,5,2022-11-04 04:42:17,kesalahan koneksi terus knp ya
joyz sutanto,1,2022-11-04 03:15:39,"Masyarakat ituh tdk semua pintar teknologi dan tidak semua orang punya perangkat, setelah di pasang aplikasi ko proses nya mentok di barcode ... Tolong di sempurnakan applikasinya kalo bisa jangan pake barcode."
Dian Safitri,1,2022-11-04 02:45:09,Ga membantu sama sekaliiiiiii
Achmad Senjaya (Mangs Joys),5,2022-11-04 02:02:41,Mantaf
Euis Anita,1,2022-11-04 01:29:55,Sudah di instal tapi kenapa tidak bisa dibuka?? Coba lagi terooooooossssss...!!!
Go Maksimaks,1,2022-11-03 22:25:15,Kalau masih unfaedah dan unbaligh tidak perlu buru-buru rilis. Tidak bisa digunakan pengajuan pencetakan karena tidak bisa tersambung dengan app.tandatangan elektronik. Semua masih butuh fotokopian.
Abdur Rokhim,1,2022-11-03 18:05:53,"Ini aplikasi gak efisiensi, gak guna, bukan mempermudah malah nambah ribet. Aplikasi sdh di kuasai para calo, ujung2nya di kuasai calo , parah"
Budi Santoso,5,2022-11-03 11:22:45,Luar biasa 👍🏻👍🏻👍🏻👍🏻
Sep Seven,1,2022-11-03 09:50:34,"Saya heran dengan program pemerintah yg sekarang mengharuskan ktp jadi digital. Jelas ini merepotkan untuk orang tua saya yg sudah sepuh dan tak punya hp yg android. Dan setiap kali akan ada pengurusan yg mengharuskan adanya foto copy ktp, ini sangat merepotkan. saya harus bolak balik ngurus dulu surat keterangan kependudukan dari capil. Padahal saya sudah menunjukan ktp digital, namun pihak lain tetap meminta foto copy ktp atau surat keterangan kependudukan."
Akbar Rakhmatullah,2,2022-11-03 09:29:28,"scan QR Code yang mana ini ? mohon jika digitalisasi harus sekalian, tidak perlu datang langsung untuk scan QR Code"
soni setiana,1,2022-11-03 06:02:05,Memudahkan di mna nya klo harus scan dlu ke dukcapil sedangkan saya ada di luar kota kerja
Rangga Poetra 45,5,2022-11-03 05:41:00,Ok
SANG MANTRI,1,2022-11-03 05:26:32,Aplikasi unfaidah..belum matur sudah dirilis
Jaga Diepa,1,2022-11-03 04:05:53,"Aplikasi pemerintahan dari negeri wakanda memang gak ada yg jelas. selalu tertinggal sama negeri sebelah,toh kinerja & pelayanan pemeritahan negeri ini juga buruk"
Hooh Tenan,1,2022-11-03 03:47:41,Aneh pas buma aplikasinya kenapa eror terus padahal koneksi bagus gblk banget si bikin gw kesel ajh
Riki Hermawan,1,2022-11-03 02:37:32,App tai
XEB XEB,1,2022-11-03 01:55:39,"Aplikasi sampah,it makan gaji buta"
Dhe Nurohiman,1,2022-11-03 01:54:24,Aneh
Suntoro,1,2022-11-03 01:45:00,Saya aku cobak tapi gak bisa masuk tolong di perbaiki lagi terim
Robby Nurman,1,2022-11-02 15:49:46,apk yang seharusnya mempermudah malah mempersulit
Kemiling City,1,2022-11-02 11:06:33,Gk guna kudu ke capil buat scan barqode
Abank RAI Manado,1,2022-11-02 10:57:21,Aplikasi nggak guna
RIMAS RAHAYU Ayu,1,2022-11-02 10:40:10,Kenapa ga bisa di buka apk nya....padahal jaringan baguss tapi di sini muncul kesalahan jaringan buka yg lainnya lancarr anehh
Dedi Mulyadi,1,2022-11-02 10:06:16,Gatot
abdul gofur,1,2022-11-02 07:04:32,Baru install g bisa kebuka koneksi buruk padahal signal bagus😅
riki iskandar,1,2022-11-02 07:00:04,Tidak ada koneksi padahal 4G manteng pake WiFi juga sama saja
Dadang Solihin,2,2022-11-02 05:07:36,Saya tidak bisa membukanya
erwin gastap,5,2022-11-02 03:55:40,"Sangat memuaskan ,dan tdak ada mslah ,semoga sllu sukses"
Ari Yanto,1,2022-11-02 03:13:40,Gagal masuk kesalahan koneksi. Padahal koneksi nya di hp bagus.
Abdullah75 Abdullah75,5,2022-11-02 01:42:06,saya mau pindah ktp ke daerah bogor
Uep Hunxcool,1,2022-11-01 18:08:58,Ges di poto kalahkah ngahuleng.. Teu aya kelanjutan na..
Affan Uti,1,2022-11-01 17:50:27,Produk gagal pelayanan fatal
Haries abdullah,5,2022-11-01 16:29:34,Sangat di butuhkan
Yoga Abdi,1,2022-11-01 13:46:40,Udah 1 bulan blm dpet email balasan
dede dinata,1,2022-11-01 12:37:10,Ini apa yg mau di scan sih? Astaga aneh ini aplikasi ktp negeri wakanda
Syaiful Anwar,1,2022-11-01 09:09:32,"Bukannya memudahkan malah bikin susah,tolong pemerintah kalo bikin aplikasi mbok yg beres"
taketa lauta,1,2022-11-01 08:32:38,"Kukasi bintang 1, payah"
Ajang Suhendaryana,1,2022-11-01 07:01:38,Mengecewakan
Erwin Fianto,2,2022-11-01 06:36:14,bagus
Siti Azar Pangestu,1,2022-11-01 06:02:26,disini ada ngga yang seperti saya alami. ada kesalahan memasukan alamat email yg sudah tidak valid. akan tetapi di komputer tidak bisa kembali ke cara awal. terus bagaimana kalo udah kaya gitu. mohon yg bisa menjawabnya tolong balas pertanyaan saya ini.
バツWibu Kakkoii,1,2022-11-01 05:34:49,apaan zonk
As Kidip,1,2022-11-01 05:19:21,Tidak bisa digunakan... jelas jelas bikin kartu keluarga dulu di kantor capil... tapi pas dimasukin verifikasi data NIK tidak ditemukan... semakin hari rakyat semakin dibikin susah oleh peraturan peraturan yang gak masuk akal...
Ibrahim Pasha,1,2022-11-01 04:34:22,Aplikasi membagong kan
Ayah izzi,1,2022-11-01 04:04:18,Ujung2bya tetep ribed harus secen barcot
mijo official,1,2022-11-01 03:45:12,"anda tau kemaluan laki laki, ah hewan berkaki empat dan mengogongong, dasar kotoran manusia"
akbar ratya,5,2022-11-01 01:03:05,good
Della Septiami Putry,1,2022-10-31 10:45:01,"Bikin ktp baru katanya skrg harus make apk ini, udah download pas mau di buka muter terus . Mending punya ktp fisiknya dari pada make aplikasi begini, nambah ribet sih menurutku. Bad banget"
Selfi Sri Wahyuni,2,2022-10-31 08:21:58,Tolong di perbaiki aplikasi nya karna selalu dalam proses
Chan Jkrt06,1,2022-10-31 07:49:46,Yang di scan barcode apa ya??
Cocoyoko,1,2022-10-31 07:16:47,Aplikasi kok setengah².. harusnya selesai tanpa pake ke dukcapil..
MUHAMAD SYAFII,1,2022-10-31 05:36:03,"males komen, biar bintang yg mewakili"
aidil fitrianto,4,2022-10-31 01:36:52,Aplikasinya kadang keluar sendiri
Thicka Garneta,1,2022-10-31 01:01:43,"Bakso kontl bakso kntl, aplikasi bukanya memudahkan malah bikin bingung tolong pak Jokowi"
SLAMET SARJITO,4,2022-10-31 00:52:23,Untuk dokumen kependudukan sub. Lainnya...mohon untuk diperbaiki... Biar kartu vaksin dan lain2nya bisa muncul...
Cek Mun channel,1,2022-10-30 18:02:52,Aplikasi tidak berguna.
Ade Muhamad Talsa,1,2022-10-30 16:39:21,"katanya online, tapi suruh scan qr"
wildan wahyudi,1,2022-10-30 14:16:43,Udh nunggu berapa waktu masih saja dalam proses.. kata pegawai Disdukcapil nunggu 1 jam baru ada notifikasi ke email lah ini udh 1 bulan boro2 masuk email notifikasi pun kagak ada aneh apk nya... Kalo gak siap jangan nyuruh pake benahin dlu dah
Hari Haryanto,1,2022-10-30 13:42:08,"Mau tanya,barcode apa yg harus di scan??"
Northasmo@gmail.com Sendyofan,3,2022-10-30 10:50:02,Blm 100 % menu terkoneksi
Trismasutapa Sutaf7figpa,2,2022-10-30 04:51:35,Vb
Mahmuda Karima,1,2022-10-30 02:30:16,saya sebagai software engineering kecewa masa sekelas pemerintah buat aplikasi begini. Bukannya mempermudah jatuhnya mempersulit.!
Fitri Yulianda Sari,1,2022-10-30 02:19:55,"Apaan sih keluar dr aplikasi mulu, balik ke menu utama, keluar otomatis, ga jelas bngt aplikasinya"
Bayu Mustanir,1,2022-10-29 12:26:13,Kalau tidak ribet bukan indonesia namanya.
Redmi 5gold,5,2022-10-29 07:58:40,Ok
Aan Budianto,1,2022-10-29 07:47:59,Aplikasi zonkkk ini mah gak membantu malah mempersulit
Tata Tratata,1,2022-10-29 07:41:28,G bisa cara ngisi data2 nya bingung
ilfa hidayatun,1,2022-10-29 05:33:31,"Harusnya kalau ada aplikasi seperti ini, ada petugas dari desa yang bersosialisasi ke rumah warga untuk mengaktifkan aplikaai ini. Bukan kita malah disuruh ke dukcapil untuk scan barcode. Buat apa ada pemerintahan di desa, kecamatan kalau warganya harus bolak balik ke dukcapil."
Widyarini Kusmaningrum,1,2022-10-29 04:13:18,Aplikasi ga jelas 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
Heru Sutantio,1,2022-10-28 14:45:07,Mau berapa kali foto? Suruh ambil ulang terus fotonya
Alwi Hanifudin,1,2022-10-28 13:17:36,tidak membantu sama sekali
Kurniawan,1,2022-10-28 09:57:35,"Aplikasi ga guna.. Mau verifikasi data malah disuruh scan barcode, tapi ga ada keterangan barcode apa yang harus discan. Dinas pemerintahan ko bikin aplikasi murahan kaya gini sih"
Santoso Toto,1,2022-10-28 09:49:42,Aplikasi apa ini tidak bisa memberikan kemudahan buat cek status buang aja aplikasinya...payah memang pejabat sekarang..
megi riswandi,3,2022-10-28 08:47:01,Apakah ini sudah resmi?
Rika Ka,5,2022-10-28 07:35:32,Sangat membantu.
Donny Saputro,1,2022-10-28 03:39:51,Angel aplikasine
Windra Kurniawan,5,2022-10-28 03:15:42,Tidak suport di handphone
mika miko,3,2022-10-28 02:15:35,"Saya mau tanya, gmana caranya benerin kalo salah pin ? Soalnya sudah berapa kali coba tetap salah.. hapus data dan uninstal download lagi masih disuruh masukin pin"
SUYANTO,1,2022-10-28 01:42:37,"Aplikasi gak berguna, developer g#block, menyusahkan, kalah jauh dari aplikasi pinjol yang tidak harus datang ke kantor pinjol hanya untuk scan barcode"
Siswandi Siswandi,1,2022-10-27 22:57:04,"Aplikasi tdk bisa merekam wajah, padehal pengaturan d kamera sdh pas, menurut sya aplikasi ini perlu perbaikan"
Syah Ruli,1,2022-10-27 15:57:51,"Aplikasi yg sangat menyusahkan, mau tunjukkin KTP aja harus ada quotanya."
aditya nugraha,1,2022-10-27 14:26:16,"Anggaran elit, fasilitas sulid."
aria bimantoro,1,2022-10-27 12:47:43,"aplikasi mengharuskan scan barcode apa, tdk jelas"
Pak Ambon,1,2022-10-27 12:16:28,Tolong ya udah ferivikasi terus poto kok Kon seken barkode mana yang harus di seken.yang mgotak dikit lah
Dimas Kusuma Putra,1,2022-10-27 08:57:01,QR scan?? lucu lucu...
Angga Risma Septyana,3,2022-10-27 07:56:32,"Aplikasi digital seharusnya membantu pemegang identitas dalam segala urusan, Terhubung ke pelayanan umum dan perbankan...pembukaan rekening saja tidak bisa menggunakan app digital ini,padahal data ini jelas jelas dikeluarkan oleh Kemendagri yang jelas jelas dari pemerintah.."
Adreena Guinevere,1,2022-10-27 04:24:54,Aplikasi opoooo ki..menyusakan Rak berguna
Muhammad Rizqi,1,2022-10-27 03:23:08,Jlk
Gendos Khan,1,2022-10-27 02:41:23,Bukan aplikasi official ya ini❓
Samsul Huda,1,2022-10-27 02:35:31,Aplikasi gak jelas
Sudar Sono,1,2022-10-27 00:57:44,Tidak bisa di gunakan
Echo Gabriel,1,2022-10-27 00:49:00,"Dengan adanya app di playstore, berharap lebih mudah. Nyatanya tetep aja mesti dateng ke dukcapil setempat, tetep antri & tetep daftar di web dukcapil. Nggak kepake sama sekali aplikasinya."
Arifin Alakhir,1,2022-10-26 15:06:33,"Ini Aplikasi Kok Ribet amat ya, pke ferifakis wajah, Barqode, segala macam, Bukan Di permudah malah Ribeetttt !!! Cma untuk cek Data kependudukan di buat Susah"
Bram Andika,1,2022-10-26 13:57:43,Apk gx guna udah d isi semua scan barcode udah juga tapi tetap aja gx bisa ke capil langsung gangguan semua jadi gimana mau buat ktp tiap ke capil manapun bilang nya kalau gx gangguan gx ada blangko apa lah bla bla bla 😠😠
E AF,1,2022-10-26 11:57:23,Klo belom siap seharusnya jangan diluncurkan & diinfokan. Mengantisipasi kebocoran data seperti E-ktp. Apakah aman? Resiko kan kita sendiri yg menanggung
Angga Dwi Setiawan,1,2022-10-26 11:55:40,Semua web apps pemerintahan kaya blog gratisan... Dana anggaran berpuluh juta bikin aplikasi gak propesional..pantas lah kena hack mulu
Suwasdi Doank,5,2022-10-26 10:34:50,lupa pin awal membuka aplikasi
Achmad Taufik,3,2022-10-26 10:31:18,Masih perlu banyak perbaikan dan di sesuaikan fungsinya
irma shofiana,1,2022-10-26 09:58:53,Yg di scan barcode nya ini yg mana ????
Ade Supriyadi221 (Ade Supriyadi),1,2022-10-26 07:37:32,Gk guna
Irawan Efendi,1,2022-10-26 07:25:42,Aplikasi yang ribeeeeettttt...
Rizqillah Kakank,1,2022-10-26 07:17:37,"Berguna? Kayaknya tidak, setelah mencoba ternyata sama seperti yg sudah berkomentar tentang apk ini. Harus scan qr code dulu."
Annisa Nr,5,2022-10-26 06:34:33,"Buat daftar ojol... ktp bentuk fisik blangkonya habis, mungkin nunggu kiamat baru ada blangkonya, karena oknum2 sudah tobat. Jd banyak blangkonya"
Radi,1,2022-10-26 04:48:41,Aplikasi sampah yang namanya online gak perlu datang lagi ke dukcapil lah ini Masi harus scan barcode
Samsudin talaa Udin,1,2022-10-25 21:58:55,Aplikasi burik
NADA Official,1,2022-10-25 16:30:15,"Aplikasi buatan pemerintah gk bermutu bngt, yg mau di scan barcode apa ?? Gk niat bikin aplikasi mending gk usah, buang2 duit negara aja"
Nisa Faadhilah,1,2022-10-25 13:55:58,Tidak mempermudah
ezza Naofal,1,2022-10-25 13:34:14,token persetujuan invalid. itu artinya apa ya?
Rama Menyee,1,2022-10-25 13:29:53,Barcode apanya
Nurul Habibah,1,2022-10-25 12:33:09,Ga bisa masuk aplikasi apa.an ini susah Katanya suruh dowload pas dipake invalid terus musingin
Rita Septiara Asta,1,2022-10-25 08:47:33,Benar aplikasi gak guna
Ade Neara,1,2022-10-25 05:45:20,buat download juga kg bisa gimna nih aplikasi padahal ram sama rom aman 4/128 emang harus berapa giga lagi nih?
Aditya Saputra,1,2022-10-25 05:37:01,Buat apaan scan barcode Gak guna ini aplikasi Bikin ribet Barcode nya dimana
Made Beraban,1,2022-10-25 05:25:47,"Aplikasi gak jelas! Masak kelas Negara aplikasinya ruwet?? Katnya bsa dari rumh tnpa kempt dukcapil, lha..ini scannnya?? Kwkwk"
Leonardo Kurniawan,2,2022-10-25 04:53:34,Scan QR dapetinnya gimana?
Magfur Nusantara,1,2022-10-25 04:19:50,Kebanyakan aplikasi tapi gak ada manfaat
Haikal,1,2022-10-25 04:11:11,"Ribet bukan nya dikirim ke Email yang mau discan, tapi haru datang keCapil"
Fanan Motor,5,2022-10-25 03:28:11,aplikasi sudah bisa di gunakan... walupun beda kabupaten untuk scan barcode bisa di lakukan di disdukcapil terdekat... thanks kepada operator yang membantu verifikasi account
Muhamad Alfan,2,2022-10-25 03:04:48,Burik aplikasi nya
kukuh pamuji riyanto,1,2022-10-25 01:52:34,"Katanya online, kok kenyataannya msh hrs ke dukcapil...... 🤦‍♂️🤦‍♂️🤦‍♂️"
Nugroho Priyambodo,1,2022-10-25 00:46:15,Produk gagal !!!
Dinar Hisbullah,1,2022-10-24 22:50:45,pemerintah kl bkin aplikasi suka ga jelas. setelah poto gada kejelasan klanjutannya somplak
Deguzz,1,2022-10-24 13:16:42,Bisa download aplikasi tapi mau masuk malah kesalahan koneksi? Salah ku mungkin yg terlalu gaptek
mohammad narib,1,2022-10-24 13:16:37,"Aplikasi masih mentah, tte juga tidak terintegrasi padahal saya sudah terdaftar di privyid tapi tidak terintegrasi dengan aplikasi ini tolong diperbaiki"
pina oktapiani,1,2022-10-24 13:10:40,"Dikira akan lebih mudah, ternyata tetep harus pergi ke capil juga, lawak.."
Bagas Dwi Wicaksono,1,2022-10-24 11:56:06,Aplikasi negara kok kayak gini.. Sampahhhhhh
julian alwi,1,2022-10-24 10:25:33,"Urus Aplikasi Yang Bener, Jangan Di makan Anggarannya Aja.. Jelas Di Korupsi Ni Anggarannya.. Pelayanan Masih Jauh Dari Ekspestasi Yang Di Sosialisasikan.. Semoga Jokowi Lihat Ini"
felicia angela,1,2022-10-24 07:52:42,Aplikasi Mempermudah bukan bikin Ribet
DwiRio Santoso,1,2022-10-24 06:48:46,Aplikasinya ga jelas
